Ticker,Company,Sector,Address,Tel,Website,IdCompany,Group Sector
DBT,Công ty Cổ phần Dược phẩm Bến Tre,"Dược phẩm, Công nghệ sinh học","Số 6A3 Quốc lộ 60, Phường Phú Tân, Thành phố Bến Tre, Tỉnh Bến Tre, Việt Nam",+84 275 3813447,www.bepharco.com,1300382591,Chăm sóc sức khỏe
DC4,Công ty cổ phần Xây dựng DIC Holdings,Hàng hóa chủ chốt,"Toà nhà Ruby Tower, Số 12, Đường 3/2, Phường 8, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",+84 254 3613518,www.diccons.vn,3500686978,Công nghiệp
DCL,Công ty Cổ phần Dược phẩm Cửu Long ,"Dược phẩm, Công nghệ sinh học","150 Đường 14/9, Phường 5, Thành phố Vĩnh Long, Tỉnh Vĩnh Long, Việt Nam",+84 270 3822533,www.pharimexco.com.vn,1500202535,Chăm sóc sức khỏe
DCM,Công ty Cổ phần Phân Bón Dầu khí Cà Mau,Nguyên vật liệu,"Lô D, Khu công nghiệp Phường 1, Đường Ngô Quyền, Phường 1, Thành phố Cà Mau, Tỉnh Cà Mau, Việt Nam",+84 290 3819000,www.pvcfc.com.vn,2001012298,Nguyên vật liệu
DGC,Công ty cổ phần Tập đoàn Hóa chất Đức Giang,Nguyên vật liệu,"Số 18/44 Phố Đức Giang, Thượng Thanh, Quận Long Biên, Thành phố Hà Nội, Việt Nam",+84 24 38271620,www.ducgiangchem.vn,0101452588,Nguyên vật liệu
DGW,Công ty Cổ phần Thế giới Số,Thiết bị và phần cứng công nghệ,"Số 201 – 203 Cách Mạng Tháng 8, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39290059,www.digiworld.com.vn,0302861742,Công nghệ thông tin
DHA,Công ty Cổ phần Hoá An,Nguyên vật liệu,"Khu phố Cầu Hang, Phường Hóa An, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",+84 251 3954491,www.hoaan.com.vn,3600464464,Nguyên vật liệu
DHC,Công ty Cổ phần Đông Hải Bến Tre ,Nguyên vật liệu,"Lô AIII, Khu Công nghiệp Giao Long, xã An Phước, Huyện Châu Thành, Tỉnh Tây Ninh, Việt Nam",+84 275 3822288,www.dohacobentre.com.vn,1300358260,Nguyên vật liệu
DHG,Công ty Cổ phần Dược Hậu Giang,"Dược phẩm, Công nghệ sinh học","288 Bis Đường Nguyễn Văn Cừ, Phường An Hòa, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",+84 292 3891433,www.dhgpharma.com.vn,1800156801,Chăm sóc sức khỏe
DHM,Công ty cổ phần thương mại và khai thác khoáng sản Dương Hiếu,Nguyên vật liệu,"Số nhà 1309, Ngõ 1581 Đường 3/2, Tổ 09, Phường Trung Thành, Thành phố Thái Nguyên, Tỉnh Thái Nguyên, Việt Nam",+84 208 3832410,www.duonghieu.com.vn,4600341471,Nguyên vật liệu
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Hàng hóa chủ chốt,"Số 265 Lê Hồng Phong, Phường 8, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",+84 254 3839671,www.dic.vn,3500101107,Công nghiệp
DLG,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Hàng hóa chủ chốt,"90 Lê Duẩn, Phường Phù Đổng, Thành phố Pleiku, Tỉnh Gia Lai, Việt Nam",+84 269 3747437,www.duclonggroup.com,5900415863,Công nghiệp
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,"Dược phẩm, Công nghệ sinh học","Số 66 Quốc lộ 30, Phường Mỹ Phú, Huyện Cao Lãnh, Tỉnh Đồng Tháp, Việt Nam",+84 277 3852278,www.domesco.com,1400460395,Chăm sóc sức khỏe
DPG,Công ty Cổ phần Đạt Phương,Hàng hóa chủ chốt,"Tầng 15, Tòa nhà Handico, Khu đô thị Mễ Trì Hạ, Đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",+84 24 37830856,www.datphuong.com.vn,0101218757,Công nghiệp
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí-Công ty Cổ phần,Nguyên vật liệu,"Số 43 Mạc Đĩnh Chi, phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38256258,www.dpm.vn,0303165480,Nguyên vật liệu
DPR,Công ty Cổ phần Cao su Đồng Phú,Nguyên vật liệu,"Xã Thuận Phú, Huyện Đồng Phù, Tỉnh Bình Phước, Việt Nam",+84 271 3819786,www.doruco.com.vn,3800100376,Nguyên vật liệu
DQC,Công ty Cổ phần Bóng đèn Điện Quang,Hàng hóa chủ chốt,"1221-123-125 Hàm Nghi, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38290135,www.dienquang.com,0300363808,Công nghiệp
DRC,Công ty Cổ phần Cao Su Đà Nẵng,Ô tô và linh kiện,"Số 1 Lê Văn Hiến, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng, Việt Nam",+84 236 3771405,www.drc.com.vn,0400101531,Hàng tiêu dùng không thiết yếu
DRH,Công ty Cổ phần DRH Holdings,Quản lý & Phát triển Bất động sản,"Số 67 Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38728148,www.drh.vn,0304266964,Bất động sản
DRL,Công ty Cổ phần Thủy điện – Điện lực 3,Dịch vụ tiện ích,"Thôn Nhà Đèn, Xã Ea Pô, Huyện Cư Jút, Tỉnh Đắk Nông, Việt Nam",+84 261 3684888,www.pc3hp.com.vn,0400456277,Dịch vụ tiện ích
DSN,Công ty Cổ phần Công viên nước Đầm Sen,Dịch vụ tiêu dùng,"Số 03 Hòa Bình, Phường 3, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38588418,www.damsenwaterpark.com.vn,0302844200,Hàng tiêu dùng không thiết yếu
DTA,Công ty Cổ phần Đệ Tam,Quản lý & Phát triển Bất động sản,"2/6 – 2/8 Núi Thành, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38108452,www.detamland.com,0303118498,Bất động sản
DTL,Công ty Cổ phần Đại Thiên Lộc ,Nguyên vật liệu,"Lô CN8, đường CN5, KCN Sóng Thần 3, Phường Phú Tân, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",+84 650 3719999,www.daithienloc.com.vn,3700381282,Nguyên vật liệu
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành ,Nguyên vật liệu,"59-65 Huỳnh Mẫn Đạt, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39235360,www.dothanhtech.com,0303310875,Nguyên vật liệu
DVP,Công ty Cổ phần Đầu tư và Phát triển cảng Đình Vũ,Vận tải,"Cảng Đình Vũ, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam",+84 225 3769992,www.dinhvuport.com.vn,0200511481,Công nghiệp
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Quản lý & Phát triển Bất động sản,"Số 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 62525252,www.datxanh.com.vn,0303104343,Bất động sản
DXS,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,Quản lý & Phát triển Bất động sản,,,,,Bất động sản
DXV,Công ty Cổ phần ViCem Vật liệu xây dựng Đà Nẵng,Nguyên vật liệu,"Tầng 06, Tòa nhà DITP, Lô A2-19, Đường Nguyễn Tất Thành nối dài, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Thành phố Đà Nẵng, Việt Nam",+84 236 3605020,www.coxiva.com.vn,0400101820,Nguyên vật liệu
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,"Tầng 8, Văn phòng số L8-01-11+16, Tòa nhà Vincom Center, số 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38210055,www.eximbank.com.vn,0301179079,Tài chính
ELC,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,Phần mềm và dịch vụ,"Tòa nhà Elcom, Phố  Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",+84 24 38359359,www.elcom.com.vn,0101435127,Công nghệ thông tin
EMC,Công ty Cổ phần Cơ Điện Thủ Đức,Hàng hóa chủ chốt,"Km số 9 Xa lộ Hà Nội, Phường Trường Thọ, Thành phố Thủ đức, Thành phố Hồ Chí Minh, Việt Nam",+84 28 22141433,www.codientd.com,0301824508,Công nghiệp
EVE,Công ty Cổ phần Everpia,Đồ tiêu dùng và trang trí,"Cụm dân cư Nội Thương, Xã Dương Xá, Huyện Gia Lâm, Thành phố Hà Nội, Việt Nam",+84 24 38276490,www.everpia.vn,0101402121,Hàng tiêu dùng không thiết yếu
EVF,Công ty Tài chính Cổ phần Điện lực,Dịch vụ tài chính,"Tầng 14, 15 và 16 - Tháp B, Tòa nhà EVN, Số 11 Cửa Bắc, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",+84 24 22229999,www.evnfc.vn,0102806367,Tài chính
EVG,Công ty Cổ phần Đầu tư Everland,Hàng hóa chủ chốt,"Tầng 3, Tòa nhà 97-99 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",(+84) 24666680,www.everland.vn,0104228175,Công nghiệp
FCM,Công ty Cổ phần Khoáng sản FECON ,Nguyên vật liệu,"Cụm công nghiệp Thi Sơn, Xã Thi Sơn, Huyện Kim Bảng, Tỉnh Hà Nam, Việt Nam",+84 226 3533038,www.feconmining.com.vn,0700252549,Nguyên vật liệu
FCN,Công ty Cổ phần FECON,Hàng hóa chủ chốt,"Tầng 15 Tháp CEO, Lô HH2-1 Khu đô thị Mễ Trì Hạ, Đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",+84 24 62690481,www.fecon.com.vn,0101502599,Công nghiệp
FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Quản lý & Phát triển Bất động sản,"28 Phùng Khac Khoan, Phường Đakao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38221043,www.fidecovn.com,0300590663,Bất động sản
FIR,Công ty Cổ phần Địa ốc First Real,Quản lý & Phát triển Bất động sản,"Số 16 Đường 2/9, Phường Bình Hiên, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam",+84 236 3616767,www.fir.vn,0401623121,Bất động sản
FIT,Công ty cổ phần Tập đoàn F.I.T,Dịch vụ tài chính,"Tầng 5, Tòa HACC1 Complex Building, Số 35 Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",+84 24 73094688,www.fitgroup.com.vn,0102182140,Tài chính
FMC,Công ty Cổ phần Thực phẩm Sao Ta ,"Thực phẩm, đồ uống và thuốc lá","Km 2132, Quốc lộ 1A, Phường 2, Thành phố Sóc Trăng, Tỉnh Sóc Trăng, Việt Nam",(+84) 29938222,www.fimexvn.com,2200208753,Hàng tiêu dùng thiết yếu
FPT,Công ty Cổ phần FPT,Phần mềm và dịch vụ,"Số 17  Phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",+84 24 73007300,www.fpt.com.vn,0101248141,Công nghệ thông tin
FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,Phân phối & Bán lẻ hàng tiêu dùng,"Số 261-263 Khánh Hội, Phường 2, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",(+84) 24730234,www.frt.vn,0311609355,Hàng tiêu dùng thiết yếu
FTS,Công ty Cổ phần Chứng khoán FPT,Dịch vụ tài chính,"Số 52 Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội, Việt Nam",+84 24 37737070,www.fpts.com.vn,0102324187,Tài chính
GAB,Công ty Cổ phần Đầu tư khai khoáng và Quản lý tài sản FLC,Nguyên vật liệu,"Tầng 5, Tòa nhà FLC Landmark Tower, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",+84 237 8860866,www.flcgab.vn,2802404931,Nguyên vật liệu
GAS,Tổng Công ty Khí Việt Nam-Công ty Cổ phần,Dịch vụ tiện ích,"Tòa nhà PV Gas Tower, 673 Nguyễn Hữu Thọ, xã Phước Kiển, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",+84 28 37816777,www.pvgas.com.vn,3500102710,Dịch vụ tiện ích
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành ,Đồ tiêu dùng và trang trí,"21/6D Phan Huy Ích, Phường 14, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 28 35894287,www.goducthanh.com,0301449014,Hàng tiêu dùng không thiết yếu
GEG,Công ty Cổ phần Điện Gia Lai,Dịch vụ tiện ích,"114 Trường Chinh, Phường Phù Đổng, Thành phố Pleiku, Tỉnh Gia Lai, Việt Nam",+84 269 6552604,www.geccom.vn,5900181213,Dịch vụ tiện ích
GEX,Công ty Cổ phần Tập đoàn Gelex,Hàng hóa chủ chốt,"Số 52 Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",+84 24 39726246,www.gelex.vn,0100100512,Công nghiệp
GIL,Công ty Cổ phần Sản Xuất Kinh Doanh Xuất Nhập Khẩu Bình Thạnh,Đồ tiêu dùng và trang trí,"334A Phan Văn Trị, Phường 11, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38434778,www.gilimex.com,0302181666,Hàng tiêu dùng không thiết yếu
GMC,Công ty cổ phần Garmex Sài Gòn,Đồ tiêu dùng và trang trí,"252 Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39844822,www.garmex.vn,0300742387,Hàng tiêu dùng không thiết yếu
GMD,Công ty Cổ phần Gemadept ,Vận tải,"Cao ốc Gemadept, 6 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38236236,www.gemadept.com.vn,0301116791,Công nghiệp
GMH,Công ty cổ phần Minh Hưng Quảng Trị,Nguyên vật liệu,,,,,Nguyên vật liệu
GSP,Công ty Cổ phần Vận tải Sản Phẩm khí Quốc Tế,Năng lượng,"Lầu 9, Tòa nhà Green Power, 35 Tôn Đức Thắng, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 22205388,www.gasshipping.com.vn,0305390530,Năng lượng
GTA,Công ty Cổ phần chế biến gỗ Thuận An,Nguyên vật liệu,"Đại lộ Bình Dương, Khu phố Bình Giao, Phường Thuận Giao, Thành phố Thuận An, Tỉnh Bình Dương, Việt Nam",+84 274 3718025,www.gothuanan.vn,3700403867,Nguyên vật liệu
GTN,Công ty cổ phần GTNFOODS,"Thực phẩm, đồ uống và thuốc lá","Số 92 Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",+84 24 62766366,www.gtnfoods.com.vn,0105334948,Hàng tiêu dùng thiết yếu
GVR,Tập đoàn Công nghiệp Cao su Việt Nam,Nguyên vật liệu,"Số 177 Hai Bà Trưng, Phường 6, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39325234,www.vnrubbergroup.com,0301266564,Nguyên vật liệu
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,"Thực phẩm, đồ uống và thuốc lá","15 Trường Chinh, Phường Phù Đổng, Thành phố Pleiku, Tỉnh Gia Lai, Việt Nam",+84 269 2222249,www.hagl.com.vn,5900377720,Hàng tiêu dùng thiết yếu
HAH,Công ty Cổ phần Vận tải và xếp dỡ Hải An ,Vận tải,"Tầng 7, Số 45, Phố Triệu Việt Vương, Phường Bùi Thi Xuân, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",+84 24 39877515,www.haiants.vn,0103818809,Công nghiệp
HAP,Công ty Cổ phần Tập đoàn HAPACO,Nguyên vật liệu,"Tầng 3 Tòa nhà Green, Số 7 Lô 28A Đường Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam",+84 225 3556002,www.hapaco.vn,0200371361,Nguyên vật liệu
HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Quản lý & Phát triển Bất động sản,"Phòng 1901 Tầng 19 Cao Ốc Mê Linh Point Tower, Số 2 Ngô Đức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 62754816,www.adtdgroup.com,0305087904,Bất động sản
HAS,Công ty Cổ phần Hacisco,Hàng hóa chủ chốt,"51 Vũ Trọng Phụng, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",+84 24 38581089,www.has.vn,0101116096,Công nghiệp
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Phân phối & Bán lẻ hàng tiêu dùng,"Số 333 Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 35120026,www.haxaco.com.vn,0302000126,Hàng tiêu dùng thiết yếu
HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Hàng hóa chủ chốt,"Số 235 Đường Võ Thị Sáu, Phường 7, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28393250,https://hbcg.vn/,0302158498,Công nghiệp
HCD,Công ty cổ phần Đầu tư Sản xuất và Thương mại HCD,Hàng hóa chủ chốt,"Số 122B Phố Quang Trung, Phường Quang Trung, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam",+84 24 33518419,www.hcdgroup.com.vn,0800940115,Công nghiệp
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Dịch vụ tài chính,"Tầng 5&6, Tòa nhà AB, 76 Lê Lai, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38233299,www.hsc.com.vn,0302910950,Tài chính
HDB,Ngân hàng TMCP Phát triển T.P Hồ Chí Minh,Ngân hàng,"Số 25Bis Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38299344,www.hdbank.com.vn,0300608092,Tài chính
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,Quản lý & Phát triển Bất động sản,"Tầng 3, Tòa nhà HODECO PLAZA, 36 Hoàng Thái Học, Phường 7, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",+84 254 3856274,www.hodeco.vn,3500444601,Bất động sản
HDG,Công ty Cổ phần Tập đoàn Hà Đô,Quản lý & Phát triển Bất động sản,"Số 8 Láng Hạ, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",+84 24 38310347,www.hado.com.vn,0100283802,Bất động sản
HHP,Công ty cổ phần Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,"Số 194 Đường Kiều Hạ, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam",+84 225 3979952,www.hhppaper.com,0201282851,Nguyên vật liệu
HHS,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Hàng hóa chủ chốt,"116 Phố Nguyễn Đức Cảnh, Quận Lê Chân, Thành phố Hải Phòng, Việt Nam",+84 225 3854626,www.hoanghuyhhs.vn,0200815578,Công nghiệp
HHV,Công ty cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,Vận tải,"27 Bùi Chát, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Thành phố Đà Nẵng, Việt Nam",+84 236 3730574,www.hamadeco.com.vn,0400101965,Công nghiệp
HID,Công ty Cổ phần Halcom Việt Nam,Hàng hóa chủ chốt,"Tầng 9, Tòa nhà Hòa Bình, Số 106 Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 35624709,www.halcom.vn,0101143879,Công nghiệp
HII,Công ty Cổ phần An Tiến Industries,Nguyên vật liệu,"Khu Công nghiệp Phía Nam, Xã Văn Phú, Thành phố Yên Bái, Tỉnh Yên Bái, Việt Nam",+84 216 3853886,www.antienindustries.com,5200466372,Nguyên vật liệu
HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Nguyên vật liệu,"193 Đinh Tiên Hoàng, Phường ĐaKao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38291180,www.metalhcm.com.vn,0300399360,Nguyên vật liệu
HNG,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,"Thực phẩm, đồ uống và thuốc lá","15 Trường Chinh, Phường Phù Đổng, Thành phố Pleiku, Tỉnh Gia Lai, Việt Nam",+84 269 2222285,www.haagrico.com.vn,5900712753,Hàng tiêu dùng thiết yếu
HPG,Công ty Cổ phần Tập đoàn Hòa Phát,Nguyên vật liệu,"Khu Công nghiệp Phố Nối A, Xã Giai Phạm, Huyện Yên Mỹ, Tỉnh Hưng Yên, Việt Nam",+84 221 3942884,www.hoaphat.com.vn,0900189284,Nguyên vật liệu
HPX,Công ty cổ phần Đầu tư Hải Phát,Quản lý & Phát triển Bất động sản,"Tầng 5, Tòa CT3 Tổ hợp Thương mại Dịch vụ The Pride, Khu đô thị An Hưng, Phường La Khê, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",+84 216 3853886,www.haiphat.com.vn,0500447004,Bất động sản
HQC,Công ty Cổ phần Tư vấn-Thương mại-Dịch vụ Địa ốc Hoàng Quân,Quản lý & Phát triển Bất động sản,"286-288 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39144016,www.hoangquan.com.vn,0302087938,Bất động sản
HRC,Công ty Cổ phần Cao su Hòa Bình,Nguyên vật liệu,"Ấp 7, Xã Hòa Bình, Huyện Xuyên Mộc, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",+84 254 3872104,www.horuco.com.vn,3500657173,Nguyên vật liệu
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Nguyên vật liệu,"Số 9, Đại lộ Thống Nhất, Khu công nghiệp Sóng Thần II, Phường Dĩ An, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",+84 650 3790955,www.hoasengroup.vn,3700381324,Nguyên vật liệu
