Ticker,Company,Sector,Address,Tel,Website,IdCompany,Group Sector
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Quản lý & Phát triển Bất động sản,"Số 26 - 27, Lô I - Đường Đồng Khởi, Phường Phú Hòa, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",+84 650 2220666,www.becamextdc.com.vn,3700413826,Bất động sản
TDG,Công ty Cổ phần Đầu tư TDG GLOBAL,Phân phối & Bán lẻ hàng tiêu dùng,"Lô D1, Khu Công nghiệp Đình Trám, Thị trấn Nếch, Huyện Việt Yên, Tỉnh Bắc Giang, Việt Nam",+84 204 2244900,www.thaiduongpetrol.vn,2400345718,Hàng tiêu dùng thiết yếu
TDH,Công ty Cổ phần Phát triển nhà Thủ Đức,Quản lý & Phát triển Bất động sản,"Số 3-5 Pasteur, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39333090,www.thuduchouse.com,0302346036,Bất động sản
TDM,Công ty cổ phần Nước Thủ Dầu Một,Dịch vụ tiện ích,"Số 11B Đường Ngô Văn Trị, Phường Phú Lợi, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",84 274 3842255,www.tdmwater.vn,3702226772,Dịch vụ tiện ích
TDP,Công ty Cổ phần Thuận Đức,Nguyên vật liệu,"Thôn Bằng Ngang, Thị trấn Lương Bằng, Huyện Kim Động, Tỉnh Hưng Yên, Việt Nam",+84 221 3810705,www.thuanducjsc.com.vn,0900264799,Nguyên vật liệu
TDW,Công ty Cổ phần Cấp nước Thủ Đức,Dịch vụ tiện ích,"Số 8 Đường Khổng Tử, Phường Bình Thọ, Thành phố Thủ đức, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38960240,www.capnuocthuduc.vn,0304803601,Dịch vụ tiện ích
TEG,Công ty Cổ phần Năng lượng và Bất động sản Trường Thành,Quản lý & Phát triển Bất động sản,"Số 14-16, Phố Hàm Long, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",+84 24 35599599,www.tecgroup.vn,0105167260,Bất động sản
TGG,Công ty cổ phần Louis Capital,Hàng hóa chủ chốt,"Tầng 5, Tòa nhà SME Hoàng Gia, Đường Tô Hiệu, Phường Quang Trung, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",+84 24 66625372,www.truonggiangjsc.com.vn,0105787835,Công nghiệp
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang ,Nguyên vật liệu,"Số 46 - 48 Nguyễn Công Bình, Phường 9, Thành phố Mỹ Tho, Tỉnh Tiền Giang, Việt Nam",+84 273 3872878,www.ticco.com.vn,1200526842,Nguyên vật liệu
THI,Công ty Cổ phần Thiết bị điện,Hàng hóa chủ chốt,"Đường số 9, Khu Công nghiệp Biên Hòa 1, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",+84 251 3836443,www.thibidi.com,3600253826,Công nghiệp
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Hàng hóa chủ chốt,"Đường 6, Khu Công nghiệp Tam Phước, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",+84 251 3512063,www.tinnghiaip.com.vn,3600964611,Công nghiệp
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình ,Quản lý & Phát triển Bất động sản,"325 Lý Thường Kiệt, Phường 9, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38686378,www.tanimex.com.vn,0301464904,Bất động sản
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Nguyên vật liệu,"Thôn Trung, Xã Liên Trung, Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",(+84) 24336310,www.thanglongdeco.com,0500383583,Nguyên vật liệu
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Các dịch vụ chuyên biệt và thương mại,"Lô 6-8-10-12 Đường số 3, KCN Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",+84 28 37505555,www.thienlonggroup.com,0301464830,Công nghiệp
TLH,Công ty Cổ phần Tập đoàn thép Tiến Lên,Nguyên vật liệu,"G4A, Đường Đồng Khởi, Phường Tân Hiệp, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",+84 251 3823187,www.tienlengroup.com.vn,3600512830,Nguyên vật liệu
TMP,Công ty Cổ phần Thủy điện Thác Mơ,Dịch vụ tiện ích,"Khu 5, thị trấn Thác Mơ, Thị xã Phước Long, Tỉnh Bình Phước, Việt Nam",+84 271 2216308,www.tmhpp.com.vn,3800311306,Dịch vụ tiện ích
TMS,CÔNG TY CỔ PHẦN TRANSIMEX,Vận tải,"Lầu 9 – 10, số 172 Hai Bà Trưng, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 22202888,www.transimex.com.vn,0301874259,Công nghiệp
TMT,Công ty Cổ phần Ô tô TMT ,Ô tô và linh kiện,"Tầng 9+10 Tòa nhà CONINCO, Số 4 Tôn Thất Tùng, Phường Trung Tự, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",+84 24 38628205,www.tmt-vietnam.com.vn,0100104563,Hàng tiêu dùng không thiết yếu
TN1,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ TNS HOLDINGS,Quản lý & Phát triển Bất động sản,"Tầng 25, Tòa tháp A, 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 269 3833005,www.tnsholdings.vn,0106673358,Bất động sản
TNA,Công ty Cổ phần Thương Mại Xuất Nhập Khẩu Thiên Nam,Hàng hóa chủ chốt,"111 - 121 (tầng 11 - 12) Ngô Gia Tự, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38348982,www.thiennamgroup.vn,0301172041,Công nghiệp
TNC,Công ty Cổ phần Cao su Thống Nhất,Ô tô và linh kiện,"Số 256 đường 27 tháng 4, phường Phước Hưng, Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",+84 254 3823119,www.trc.com.vn,3800406406,Hàng tiêu dùng không thiết yếu
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Dịch vụ và thiết bị chăm sóc sức khỏe,"Số 328 Đường Lương Ngọc Quyến, Phường Đồng Quang, Thành phố Thái Nguyên, Tỉnh Thái Nguyên, Việt Nam",+84 226 3829569,www.benhvienquoctethainguyen.com,4601039023,Chăm sóc sức khỏe
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Nguyên vật liệu,"Tầng 3, Tòa nhà FLC Landmark Tower, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",+84 24 37871397,www.thanhnamgroup.com.vn,0101515686,Nguyên vật liệu
TNT,Công ty cổ phần tập đoàn TNT,Nguyên vật liệu,"Tầng 19, Tòa nhà Thăng Long, Số 98 Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",+84 24 62510894,www.tainguyen.vn,5700568397,Nguyên vật liệu
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,Ngân hàng,"57 Lý Thường Kiệt, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",(+84) 24376889,www.tpb.vn,0102744865,Tài chính
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Nguyên vật liệu,"414 Lầu 5, Luỹ Bán Bích, P Hoà Thạnh, Huyện Tân Phú, Tỉnh Đồng Nai, Việt Nam",+84 28 39737277,www.tandaihungplastic.com,0302760102,Nguyên vật liệu
TRA,Công ty Cổ phần Traphaco ,"Dược phẩm, Công nghệ sinh học","Số 75 Phố Yên Ninh, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",+84 24 38430076,www.traphaco.com.vn,0100108656,Chăm sóc sức khỏe
TRC,Công ty Cổ phần Cao su Tây Ninh,Nguyên vật liệu,"Hiệp Thành, Huyện Gò Dầu, Tỉnh Tây Ninh, Việt Nam",+84 276 3853606,www.taniruco.com,3900242776,Nguyên vật liệu
TSC,Công ty Cổ phần Vật tư kỹ thuật nông nghiệp Cần Thơ,Hàng hóa chủ chốt,"1D Phạm Ngũ Lão, Phường Thái Bình, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",+84 71 3825848,www.tsccantho.com.vn,1800518314,Công nghiệp
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Dịch vụ tiện ích,"Thôn Nậm Cưởm, Xã Nậm Búng, Huyện Văn Chấn, Tỉnh Yên Bái, Việt Nam",+84 216 3897359,www.truongthanhgroup.com.vn,0102899812,Dịch vụ tiện ích
TTB,Công ty Cổ phần Tập đoàn Tiến Bộ,Nguyên vật liệu,"Ngõ 1, Đường Bắc Kạn, Tổ 2, Phường Hoàng Văn Thụ, Thành phố Thái Nguyên, Tỉnh Thái Nguyên, Việt Nam",+84 208 3756699,www.tienbo.vn,4600359768,Nguyên vật liệu
TTE,Công ty cổ phần Đầu tư Năng lượng Trường Thịnh,Dịch vụ tiện ích,"507 Duy Tân, Phường Duy Tân, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",+84 260 3868119,www.dientruongthinh.com.vn,6101177237,Dịch vụ tiện ích
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ gỗ Trường Thành ,Đồ tiêu dùng và trang trí,"Đường ĐT 747, Khu phố 7, Phường Uyên Hưng, Thị xã Tân Uyên, Tỉnh Bình Dương, Việt Nam",+84 274 3740690,www.truongthanh.com,3700530696,Hàng tiêu dùng không thiết yếu
TV2,Công ty Cổ phần Tư vấn Xây dựng điện 2,Hàng hóa chủ chốt,"Số 32 Ngô Thời Nhiệm, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28222164,www.pecc2.com,0300420157,Công nghiệp
TVB,Công ty Cổ phần Chứng khoán Trí Việt,Dịch vụ tài chính,"Tầng 2, Số 142 Phố Đội Cấn, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",+84 24 62732059,www.tvsc.vn,0103015199,Tài chính
TVS,Công ty Cổ phần Chứng Khoán Thiên Việt,Dịch vụ tài chính,"Tòa nhà TĐL, 22 Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 32484820,www.tvs.vn,0102114648,Tài chính
TVT,Tổng công ty Việt Thắng - CTCP,Đồ tiêu dùng và trang trí,"127 Lê Văn Chí, Phường Linh Trung, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28389693,www.vietthang.com.vn,0301445210,Hàng tiêu dùng không thiết yếu
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam ,Hàng hóa chủ chốt,"Số 1 đường 1A, KCN Biên Hòa II, Phường An Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",+84 251 3836361,www.taya.com.vn,3600241468,Công nghiệp
UIC,Công ty Cổ phần Đầu tư phát triển Nhà và Đô thị IDICO ,Dịch vụ tiện ích,"Đường số 4, Khu Công nghiệp Nhơn Trạch 1, Xã Phước Thiền, Huyện Nhơn Trạch, Tỉnh Đồng Nai, Việt Nam",+84 251 3560614,www.idico-udico.com.vn,3600486108,Dịch vụ tiện ích
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Nguyên vật liệu,"Đường Phan Trọng Tuệ, Thị Trấn Văn Điển, Huyện Thanh Trì, Thành phố Hà Nội, Việt Nam",+84 24 36884489,www.vafco.vn,0100103143,Nguyên vật liệu
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,Nguyên vật liệu,"Đường số 9, Khu Công nghiệp Biên Hòa I, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",+84 251 3836148,www.vicasasteel.com,3600961762,Nguyên vật liệu
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam ,Ngân hàng,"198 Trần Quang Khải, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",+84 24 39343137,www.vietcombank.com.vn,0100112437,Tài chính
VCF,Công ty Cổ phần Vinacafé Biên Hòa,"Thực phẩm, đồ uống và thuốc lá","Khu Công nghiệp Biên Hòa I, Phường An Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",+84 251 3836554,www.vinacafebienhoa.com,3600261626,Hàng tiêu dùng thiết yếu
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và xây dựng Việt Nam ,Hàng hóa chủ chốt,"Tòa nhà Vinaconex, Khu đô thị Trung Hòa - Nhân Chính, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",+84 24 2249292,www.vinaconex.com.vn,0100105616,Công nghiệp
VCI,Công ty Cổ phần Chứng khoán Bản Việt,Dịch vụ tài chính,"Tầng 15 - Tháp Tài chính Bitexco,  Số 2 Hải Triều, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 39143588,www.vcsc.com.vn,0305299779,Tài chính
VDP,Công ty Cổ phần Dược phẩm Trung ương Vidipha,"Dược phẩm, Công nghệ sinh học","184/2 Lê Văn Sỹ, Phường 10, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",(+84) 08384401,www.vidipha.com.vn,0300470246,Chăm sóc sức khỏe
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Dịch vụ tài chính,"Tầng 1-2-3-4 Tòa nhà VietDragon, 141 Nguyễn Du, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 62992006,www.vdsc.com.vn,0304734965,Tài chính
VFG,Công ty Cổ phần Khử trùng Việt Nam ,Nguyên vật liệu,"Số 29 Đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38228097,www.vfc.com.vn,0302327629,Nguyên vật liệu
VGC,Tổng Công ty Viglacera - CTCP,Hàng hóa chủ chốt,"Tầng 16 và 17, Tòa nhà Viglacera, Số 1 Đại lộ Thăng Long, phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",+84 24 35536660,www.viglacera.com.vn,0100108173,Công nghiệp
VHC,Công ty Cổ phần Vĩnh Hoàn,"Thực phẩm, đồ uống và thuốc lá","Quốc lộ 30, Phường 11, Huyện Cao Lãnh, Tỉnh Đồng Tháp, Việt Nam",+84 277 3891166,www.vinhhoan.com,1400112623,Hàng tiêu dùng thiết yếu
VHM,Công ty cổ phần Vinhomes,Quản lý & Phát triển Bất động sản,"Tòa nhà văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam",+84 24 39749350,www.vinhomes.vn,0102671977,Bất động sản
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,"Tầng 1 và 2 Tòa nhà Sailing Tower, Số 111A Paster, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 62999039,www.vib.com.vn,0100233488,Tài chính
VIC,Tập đoàn VINGROUP - CTCP,Quản lý & Phát triển Bất động sản,"Số 7, Đường Bằng Lăng 1, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, Việt Nam",+84 24 39749999,www.vingroup.net,0101245486,Bất động sản
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Nguyên vật liệu,"129 Âu Cơ, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38496056,www.dautuviendong.vn,0300377536,Nguyên vật liệu
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Vận tải,"Số 37 Phan Bội Châu, Phường Quang Trung, Quận Hồng Bàng, Thành phố Hải Phòng, Việt Nam",+84 225 3838680,www.vipco.com.vn,0200113152,Công nghiệp
VIS,Công ty Cổ phần Thép Việt Ý,Nguyên vật liệu,"KCN Phố Nối A, Xã Giai Phạm, Huyện Yên Mỹ, Tỉnh Hưng Yên, Việt Nam",+84 221 3942427,www.vis.com.vn/index.php,0900222647,Nguyên vật liệu
VIX,CÔNG TY CỔ PHẦN CHỨNG KHOÁN VIX,Dịch vụ tài chính,"Tầng 22, Số 52 Phố Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",+84 24 44568888,www.vixs.vn,0102576064,Tài chính
VJC,Công ty cổ phần Hàng không VIETJET,Vận tải,"302/3 Phố Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",+84 24 71086668,www.vietjetair.com,0102325399,Công nghiệp
VMD,Công ty Cổ phần Y Dược phẩm Vimedimex ,Dịch vụ và thiết bị chăm sóc sức khỏe,"Tầng 8, Tòa nhà Vimedimex Group, Số 46-48 Bà Triệu, Phường Hàng Bài, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",+84 28 38990164,www.vietpharm.com.vn,0300479760,Chăm sóc sức khỏe
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Dịch vụ tài chính,"Số 1 Nguyễn Thượng Hiền, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",+84 24 39724568,www.vndirect.com.vn,0102065366,Tài chính
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Hàng hóa chủ chốt,"344 Phan Châu Trinh, phường Bình Thuận, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam",+84 236 3562361,www.vneco.vn,0400101450,Công nghiệp
VNG,Công ty Cổ phần Du lịch Thành Thành Công,Dịch vụ tiêu dùng,"253 Hoàng Văn Thụ, Phường 2, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 190 0558855,www.ttctourist.vn,3500753423,Hàng tiêu dùng không thiết yếu
VNL,Công ty Cổ phần LOGISTICS VINALINK ,Vận tải,"226/2 Lê Văn Sỹ, Phường 1, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38255389,www.vinalinklogistics.com,0301776205,Công nghiệp
VNM,Công ty Cổ phần Sữa Việt Nam,"Thực phẩm, đồ uống và thuốc lá","Số 10 Đường Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",+84 28 54155555,www.vinamilk.com.vn,0300588569,Hàng tiêu dùng thiết yếu
VNS,Công ty Cổ phần Ánh Dương Việt Nam ,Vận tải,"648 Nguyễn Trãi, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38277178,www.vinasuncorp.com,0302035520,Công nghiệp
VOS,Công ty Cổ phần Vận tải biển Việt Nam ,Vận tải,"215 Lạch Tray, Ngô Quyền, Hải Phòng, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam",+84 225 3731090,www.vosco.com.vn,0200106490,Công nghiệp
VPB,Ngân hàng Thương mại Cổ phần Việt Nam thịnh vượng,Ngân hàng,"Số 89 Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 39288869,www.vpbank.com.vn,0100233583,Tài chính
VPD,Công ty Cổ phần Phát triển Điện Lực Việt Nam,Dịch vụ tiện ích,"Tầng 2 - CT2 - 286 Nguyễn Xiển, Xã Tân Triều, Huyện Thanh Trì, Thành phố Hà Nội, Việt Nam",(+84) 24221315,www.vnpd.com.vn,0101264520,Dịch vụ tiện ích
VPG,Công ty cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Hàng hóa chủ chốt,"Số 123BT 02-97 Bạch Đằng, Phường Hạ Lý, Quận Hồng Bàng, Thành phố Hải Phòng, Việt Nam",+84 225 3569699,www.vietphatjsc.com.vn,0200826844,Công nghiệp
VPH,Công ty Cổ phần Vạn Phát Hưng ,Quản lý & Phát triển Bất động sản,"MB.105 Tầng 1, Trung tâm Dịch vụ, Lô DV-3, Đường Long Hậu - Hiệp Phước, KCN Long Hậu mở rộng, Xã Long Hậu, Huyện Cần Giuộc, Tỉnh Long An, Việt Nam",+84 28 37850011,www.vanphathung.com,0301822194,Bất động sản
VPI,Công ty Cổ phần Đầu tư Văn Phú - Invest,Quản lý & Phát triển Bất động sản,"Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 39288869,www.vanphu.vn,0102702590,Bất động sản
VPS,Công ty Cổ phần thuốc sát trùng Việt Nam ,Nguyên vật liệu,"102 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38258853,www.vipesco.com.vn,0300408946,Nguyên vật liệu
VRC,Công ty cổ phần Bất động sản và Đầu tư VRC,Hàng hóa chủ chốt,"A1.0506, Tầng 05, Tháp A1, Tòa nhà The Gold View, Số 346 Bến Vân Đồn, Phường 1, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",+84 254 3854906,www.vrc.com.vn,3500101523,Công nghiệp
VRE,Công ty Cổ phần Vincom Retail,Quản lý & Phát triển Bất động sản,"Số 7, Đường Bằng Lăng 1, Khu đô thị sinh thái Vinhomes Riverside, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, Việt Nam",+84 24 39749999,www.vincom.com.vn,0105850244,Bất động sản
VSC,Công ty Cổ phần Tập đoàn Container Việt Nam,Vận tải,"Số 11 Võ Thị Sáu, Phường Máy Tơ, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam",+84 225 3836705,www.viconship.com,0200453688,Công nghiệp
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Dịch vụ tiện ích,"21 Nguyễn Huệ, Phường Hải Đăng, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",(+84) 25638927,www.vshpc.evn.com.vn,4100562786,Dịch vụ tiện ích
VSI,Công ty Cổ phần đầu tư và xây dựng cấp thoát nước,Hàng hóa chủ chốt,"Số 10 Phổ Quang, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38475166,www.waseco.com.vn,0300393538,Công nghiệp
VTB,Công ty Cổ phần Viettronics Tân Bình,Đồ tiêu dùng và trang trí,"248A Nơ Trang Long, Phường 12, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 5163885,www.vtb.com.vn,0300391837,Hàng tiêu dùng không thiết yếu
VTO,Công ty Cổ phần Vận tải xăng dầu VITACO,Vận tải,"236/106/1A Đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 35146024,www.vitaco.petrolimex.com.vn,0300545501,Công nghiệp
YEG,Công ty cổ phần Tập đoàn Yeah1,Truyền thông và Giải trí,"Số 191, Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28730060,yeah1.com,0304592171,Viễn thông
